Term,Subject,Number,CCN,Title,Type,Section#,Instructor,Meeting Times,Rejected Student Cnt,Enrollment Limit,Waitlist Limit Cnt,Enrollment Cnt,% Class Filled,% Class Filled,Waitlist Cnt,Include Sb Week Desc
2015 Spring,Computer Science,172,26478,Comp And Complexity,Lecture,1,Luca Trevisan,Tue Thu 02:00p-03:30p,39,96,60,60,62.5,62.5,0,Week 04
2015 Spring,Computer Science,174,26487,Comb And Disc Prob,Lecture,1,Michael Jordan,Mon Wed Fri 01:00p-02:00p,99,112,70,102,91.07143,91.07143,0,Week 04
2015 Spring,Computer Science,184,26502,Computer Graphics,Lecture,1,James O'Brien,Mon 03:00p-05:00p; Wed 03:00p-04:00p,109,108,108,95,87.96296,87.96296,0,Week 04
2015 Spring,Computer Science,186,26517,Intro To Database,Lecture,1,Joseph Hellerstein,Tue Thu 02:00p-03:30p,510,360,30,354,98.33333,98.33333,0,Week 04
2015 Spring,Computer Science,188,26550,Artif Intelligence,Lecture,1,Pieter Abbeel,Tue Thu 09:30a-11:00a,450,600,125,589,98.16667,98.16667,0,Week 04
2015 Spring,Computer Science,189,26586,Intro Machine Learn,Lecture,1,Alexei Efros; Peter Bartlett,Tue Thu 11:00a-12:30p,348,340,248,320,94.11765,94.11765,0,Week 04
2015 Spring,Computer Science,194,26613,Special Topics,Lecture,5,David Culler,Mon 09:00a-12:00p; Wed 09:30a-11:00a,0,18,90,18,100,100,0,Week 04
2015 Spring,Computer Science,194,26616,Special Topics,Lecture,8,Daniel Garcia; James O'Brien,Fri 01:00p-03:00p; Mon Wed 01:00p-03:00p,9,20,20,16,80,80,0,Week 04
2015 Spring,Computer Science,194,26618,Special Topics,Lecture,27,David Culler,Thu 09:00a-12:00p,0,15,60,11,73.33333,73.33333,0,Week 04
2015 Spring,Computer Science,195,26619,Social Implic Comp,Lecture,1,John Denero,Fri 04:00p-05:30p,131,321,165,277,86.29283,86.29283,0,Week 04
2015 Spring,Computer Science,197,26628,Field Study,Field Work,1,Paul Hilfinger,,0,31,31,10,32.25806,32.25806,0,Week 04
2015 Spring,Computer Science,197,26634,Field Study,Field Work,200,Daniel Garcia,,0,80,31,6,7.5,7.5,0,Week 04
2015 Spring,Computer Science,197,26643,Field Study,Field Work,203,Joshua Hug,,0,75,30,44,58.66667,58.66667,0,Week 04
2015 Spring,Computer Science,197,26646,Field Study,Field Work,204,John Denero,,0,75,30,43,57.33333,57.33333,0,Week 04
2015 Spring,Computer Science,197,26649,Field Study,Field Work,205,Krste Asanovic; Vladimir Stojanovic,,0,30,30,8,26.66667,26.66667,0,Week 04
2015 Spring,Computer Science,197,26651,Field Study,Field Work,206,Pieter Abbeel,,0,30,15,4,13.33333,13.33333,0,Week 04
2015 Spring,Computer Science,198,26652,Directed Group Stdy,Directed Group Study,1,Daniel Garcia,Mon Wed 08:00p-10:00p,0,54,47,47,87.03704,87.03704,0,Week 04
2015 Spring,Computer Science,198,26655,Directed Group Stdy,Directed Group Study,2,Daniel Garcia,Mon Wed Fri 03:00p-04:00p,3,11,11,6,54.54545,54.54545,0,Week 04
2015 Spring,Computer Science,198,26658,Directed Group Stdy,Directed Group Study,3,Daniel Garcia,Tue Thu 07:00p-09:00p,0,33,33,23,69.69697,69.69697,0,Week 04
2015 Spring,Computer Science,198,25700,Directed Group Stdy,Directed Group Study,32,Bjorn Hartmann,Tue 07:00p-09:00p,0,55,1,53,96.36364,96.36364,0,Week 04
2015 Spring,Computer Science,198,25727,Directed Group Stdy,Directed Group Study,34,Bjorn Hartmann,Wed 07:00p-09:00p,0,24,16,24,100,100,0,Week 04
2015 Spring,Computer Science,198,25730,Directed Group Stdy,Directed Group Study,35,Bjorn Hartmann,Wed 07:00p-09:00p,0,24,15,22,91.66667,91.66667,0,Week 04
2015 Spring,Computer Science,198,25750,Directed Group Stdy,Directed Group Study,44,Bjorn Hartmann,Wed 08:00p-10:00p,0,20,1,9,45,45,0,Week 04
2015 Spring,Computer Science,198,25654,Directed Group Stdy,Directed Group Study,46,Brian Harvey; Kyle Hotchkiss; Natasha Sandy,Wed 07:00p-09:00p,0,16,8,8,50,50,0,Week 04
2015 Spring,Computer Science,198,26659,Directed Group Stdy,Directed Group Study,47,Pieter Abbeel,Thu 05:00p-07:00p,0,70,1,41,58.57143,58.57143,0,Week 04
2015 Spring,Computer Science,198,25739,Directed Group Stdy,Directed Group Study,48,John Denero,Mon 05:00p-06:30p,0,10,7,9,90,90,0,Week 04
2015 Spring,Computer Science,198,25745,Directed Group Stdy,Directed Group Study,49,John Denero,Sat 01:00p-02:30p; Sun 02:00p-03:30p,0,10,7,10,100,100,0,Week 04
2015 Spring,Computer Science,198,26660,Directed Group Stdy,Directed Group Study,50,John Denero; Thomas Warloe,Wed 07:00p-08:30p,0,30,12,25,83.33333,83.33333,0,Week 04
2015 Spring,Computer Science,198,25658,Directed Group Stdy,Directed Group Study,51,Eric Paulos; Shana Hu,Tue 07:00p-09:00p,0,15,5,10,66.66667,66.66667,0,Week 04
2015 Spring,Computer Science,198,25747,Directed Group Stdy,Directed Group Study,52,John Denero,Tue Thu 05:00p-06:30p,0,100,1,23,23,23,0,Week 04
2015 Spring,Computer Science,198,25711,Directed Group Stdy,Directed Group Study,53,John Denero; Sumukh Sridhara,Fri 03:00p-04:00p,0,20,11,12,60,60,0,Week 04
2015 Spring,Computer Science,198,25753,Directed Group Stdy,Directed Group Study,54,Joshua Hug,,0,200,100,20,10,10,0,Week 04
2015 Spring,Computer Science,198,26661,Directed Group Stdy,Directed Group Study,100,Paul Hilfinger,,0,40,40,12,30,30,0,Week 04
2015 Spring,Computer Science,198,26664,Directed Group Stdy,Directed Group Study,105,Paul Hilfinger,,0,20,20,1,5,5,0,Week 04
2015 Spring,Computer Science,260A,26844,User Interfaces,Lecture,1,Andrew Carle,Tue Thu 11:00a-12:30p,0,10,2,8,80,80,0,Week 04
2015 Spring,Computer Science,261N,26847,Internet Security,Lecture,1,Vern Paxson,Wed Fri 10:30a-12:00p,19,32,40,15,46.875,46.875,0,Week 04
2015 Spring,Computer Science,C267,26850,App Of Parallel Com,Lecture,1,James Demmel,Tue Thu 09:30a-11:00a,76,108,20,84,77.77778,77.77778,0,Week 04
2015 Spring,Computer Science,270,26856,Comb Alg & Data Str,Lecture,1,Lap Chi Lau,Tue Thu 12:30p-02:00p,47,90,40,68,75.55556,75.55556,1,Week 04
2015 Spring,Computer Science,274,26859,Comp Geometry,Lecture,1,Jonathan Shewchuk,Mon Wed 05:30p-07:00p,20,44,25,31,70.45455,70.45455,0,Week 04
2015 Spring,Computer Science,C280,26861,Computer Vision,Lecture,1,Jitendra Malik,Mon Wed 09:30a-11:00a,71,95,60,90,94.73684,94.73684,1,Week 04
2015 Spring,Computer Science,284A,26865,Computer Graphics,Lecture,1,James O'Brien,Mon 03:00p-05:00p; Wed 03:00p-04:00p,0,12,12,7,58.33333,58.33333,0,Week 04
2015 Spring,Computer Science,286A,26868,Intro To Database,Lecture,1,Joseph Hellerstein,Tue Thu 02:00p-03:30p,0,9,86,9,100,100,0,Week 04
2015 Spring,Computer Science,289A,26874,Intro Machine Learn,Lecture,1,Alexei Efros; Peter Bartlett,Tue Thu 11:00a-12:30p,27,92,100,83,90.21739,90.21739,2,Week 04
2015 Spring,Computer Science,294,26876,Special Topics,Lecture,43,Alexei Efros; Trevor Darrell,Fri 10:00a-12:00p,10,25,10,25,100,100,1,Week 04
2015 Spring,Computer Science,294,25650,Special Topics,Lecture,85,Eric Paulos,Tue Thu 10:00a-12:00p,0,21,20,17,80.95238,80.95238,0,Week 04
2015 Spring,Computer Science,294,26877,Special Topics,Lecture,100,David Culler,Mon 09:00a-12:00p; Wed 09:30a-11:00a,15,20,15,11,55,55,2,Week 04
2015 Spring,Computer Science,294,26880,Special Topics,Lecture,101,Xiaodong Song,Wed 01:00p-02:00p,6,82,150,75,91.46341,91.46341,0,Week 04
2015 Spring,Computer Science,294,25651,Special Topics,Lecture,107,Michael Mahoney,Tue Thu 09:30a-11:00a,1,20,25,7,35,35,0,Week 04
2015 Spring,Computer Science,294,25655,Special Topics,Lecture,108,Nir Yosef,Thu 02:00p-05:00p,2,20,24,6,30,30,0,Week 04
2015 Spring,Computer Science,298,26886,"Grp Std, Sem, Res",Lecture,2,Umesh Vazirani,Mon 04:00p-05:30p,0,100,100,5,5,5,0,Week 04
2015 Spring,Computer Science,298,26892,"Grp Std, Sem, Res",Lecture,6,James Demmel; Ming Gu,Wed 11:00a-12:00p,1,14,14,3,21.42857,21.42857,0,Week 04
2015 Spring,Computer Science,375,27084,Teaching Techniques,Discussion,1,Satish Rao,Mon 05:00p-07:00p,1,60,50,58,96.66667,96.66667,0,Week 04
2015 Spring,Electrical Engineering,16A,24503,Design Info Dev I,Lecture,1,Babak Ayazifar; Claire Tomlin; Elad Alon,Tue Thu 02:00p-03:30p,4,62,150,58,93.54839,93.54839,0,Week 04
2015 Spring,Electrical Engineering,20,24551,Sys And Signals,Lecture,1,Avideh Zakhor; Babak Ayazifar,Tue Thu 12:30p-02:00p,0,408,320,294,72.05882,72.05882,4,Week 04
2015 Spring,Electrical Engineering,40,24602,Int Micro Circuits,Lecture,1,Michel Maharbiz,Mon Wed Fri 12:00p-01:00p,69,417,300,383,91.84652,91.84652,1,Week 04
2015 Spring,Electrical Engineering,84,24652,Sophomore Seminar,Seminar,1,Shimon Lustig,Mon 10:00a-12:00p,17,22,15,19,86.36364,86.36364,0,Week 04
2015 Spring,Electrical Engineering,98,24659,Directed Group Stdy,Directed Group Study,1,Clark Nguyen,Wed 08:00p-10:00p,2,23,15,20,86.95652,86.95652,0,Week 04
2015 Spring,Electrical Engineering,98,24662,Directed Group Stdy,Directed Group Study,2,Pieter Abbeel,Mon 06:30p-08:30p,0,28,20,28,100,100,1,Week 04
2015 Spring,Electrical Engineering,98,24673,Directed Group Stdy,Directed Group Study,6,Clark Nguyen,Thu 08:00p-10:00p,0,20,1,5,25,25,0,Week 04
2015 Spring,Electrical Engineering,105,24689,Micro Dev & Cir,Lecture,1,David Allstot,Tue Thu 02:00p-03:30p,0,87,88,43,49.42529,49.42529,0,Week 04
2015 Spring,Electrical Engineering,117,24707,Em Fields & Waves,Lecture,1,Eli Yablonovitch,Mon Wed Fri 10:00a-11:00a,0,25,25,17,68,68,0,Week 04
2015 Spring,Electrical Engineering,120,24716,Signals And Systems,Lecture,1,Murat Arcak,Mon Wed 02:00p-04:00p,0,114,114,88,77.19298,77.19298,0,Week 04
2015 Spring,Electrical Engineering,122,24728,Comm Networks,Lecture,1,Adam Wolisz,Mon Wed 05:00p-06:30p,0,65,75,37,56.92308,56.92308,0,Week 04
2015 Spring,Electrical Engineering,123,24737,Digit Sig Process,Lecture,1,Shimon Lustig,Mon Wed Fri 03:00p-04:00p,0,87,88,39,44.82759,44.82759,0,Week 04
2015 Spring,Electrical Engineering,126,24743,Prob & Random Proc,Lecture,1,Abhay Parekh,Tue Thu 05:00p-06:30p,0,57,44,43,75.4386,75.4386,0,Week 04
2015 Spring,Electrical Engineering,127,24749,Optimization Models,Lecture,1,Laurent El Ghaoui,Tue Thu 12:30p-02:00p,0,61,90,41,67.21311,67.21311,0,Week 04
2015 Spring,Electrical Engineering,C128,24761,Feedback Cntrl Sys,Lecture,1,Ronald Fearing,Tue Thu 12:30p-02:00p,4,37,40,32,86.48649,86.48649,0,Week 04
2015 Spring,Electrical Engineering,130,24782,Ic Devices,Lecture,1,Sayeef Salahuddin,Tue Thu 02:00p-03:30p,0,40,40,12,30,30,0,Week 04
2015 Spring,Electrical Engineering,134,24791,Photovoltaic Devic,Lecture,1,Ana Arias,Mon Wed 02:00p-03:30p,0,40,25,34,85,85,0,Week 04
2015 Spring,Electrical Engineering,137B,24800,Elec Power Systems,Lecture,1,Alexandra Von Meier,Mon Wed 04:00p-05:30p,0,43,43,13,30.23256,30.23256,0,Week 04
2015 Spring,Electrical Engineering,140,24806,Lin Integ Circ,Lecture,1,Kristofer Pister,Mon Wed Fri 01:00p-02:00p,2,48,48,19,39.58333,39.58333,0,Week 04
2015 Spring,Electrical Engineering,142,24824,Integ Circ For Comm,Lecture,1,Ali Niknejad,Mon Wed 10:00a-11:30a,0,10,15,3,30,30,0,Week 04
2015 Spring,Electrical Engineering,143,24836,Microfab Tech,Lecture,1,Ali Javey,Tue Thu 02:00p-03:30p,0,45,53,23,51.11111,51.11111,0,Week 04
2015 Spring,Electrical Engineering,192,24866,Mechtron Design Lab,Lecture,1,Ronald Fearing,Tue 09:30a-11:00a,27,33,30,33,100,100,0,Week 04
2015 Spring,Electrical Engineering,197,24887,Field Study,Field Work,201,Michel Maharbiz,,0,40,40,13,32.5,32.5,0,Week 04
2015 Spring,Electrical Engineering,198,24893,Directed Group Stdy,Directed Group Study,1,Clark Nguyen,Wed 08:00p-10:00p,0,23,15,17,73.91304,73.91304,0,Week 04
2015 Spring,Electrical Engineering,198,24896,Directed Group Stdy,Directed Group Study,2,Pieter Abbeel,Thu 06:00p-08:00p,0,45,20,30,66.66667,66.66667,0,Week 04
2015 Spring,Electrical Engineering,198,24907,Directed Group Stdy,Directed Group Study,6,Clark Nguyen,Thu 08:00p-10:00p,0,15,1,13,86.66667,86.66667,0,Week 04
2015 Spring,Electrical Engineering,219B,25142,Logic Synthesis,Lecture,1,Andreas Kuehlmann,Tue Thu 08:00a-09:30a,0,45,25,11,24.44444,24.44444,0,Week 04
2015 Spring,Electrical Engineering,219C,25148,Comp-Aided Verif,Lecture,1,Sanjit Seshia,Mon Wed 02:30p-04:00p,0,25,25,19,76,76,0,Week 04
2015 Spring,Electrical Engineering,222,25151,Non-Lin Syst Analys,Lecture,1,Claire Tomlin,Tue Thu 09:30a-11:00a,0,30,30,25,83.33333,83.33333,0,Week 04
2015 Spring,Electrical Engineering,223,25154,Stoch Sys Est & Con,Lecture,1,Venkatacha Anantharam,Tue Thu 03:30p-05:00p,0,40,30,24,60,60,0,Week 04
2015 Spring,Electrical Engineering,225A,25157,Dig Signal Process,Lecture,1,Laura Waller,Mon Wed 03:30p-05:00p,16,33,30,20,60.60606,60.60606,2,Week 04
2015 Spring,Electrical Engineering,227AT,25169,Optimization Models,Lecture,1,Laurent El Ghaoui,Tue Thu 12:30p-02:00p,41,47,32,35,74.46809,74.46809,0,Week 04
2015 Spring,Electrical Engineering,C227C,25181,Convex Opt & Ap,Lecture,1,Benjamin Recht,Tue Thu 03:30p-05:00p,13,41,40,25,60.97561,60.97561,0,Week 04
2015 Spring,Electrical Engineering,230A,25184,Ic Devices,Lecture,1,Sayeef Salahuddin,Tue Thu 02:00p-03:30p,0,18,18,7,38.88889,38.88889,0,Week 04
2015 Spring,Electrical Engineering,230B,25196,Solid State Devices,Lecture,1,Vivek Subramanian,Tue Thu 12:30p-02:00p,0,30,15,12,40,40,0,Week 04
2015 Spring,Electrical Engineering,232,25199,Lightwave Devices,Lecture,1,Ming-Chiang Wu,Tue Thu 03:30p-05:00p,1,25,25,20,80,80,0,Week 04
2015 Spring,Electrical Engineering,C235,25205,Nano Fabrication,Lecture,1,Constance Chang-Hasnain,Fri 02:00p-05:00p,2,35,25,23,65.71429,65.71429,0,Week 04
2015 Spring,Electrical Engineering,240A,25208,Ana Integ Circ,Lecture,1,Kristofer Pister,Mon Wed Fri 01:00p-02:00p,0,17,17,5,29.41176,29.41176,0,Week 04
2015 Spring,Electrical Engineering,W240A,25226,Ana Integ Circ,Web-Based Lecture,1,Clark Nguyen,,2,9,5,8,88.88889,88.88889,0,Week 04
2015 Spring,Electrical Engineering,240B,25229,Adv Analog Int Circ,Lecture,1,Borivoje Nikolic,Tue Thu 11:00a-12:30p,7,30,28,17,56.66667,56.66667,0,Week 04
2015 Spring,Electrical Engineering,241B,25232,Adv Digital Int Cir,Lecture,1,Jan Rabaey,Mon Wed 11:30a-01:00p,16,30,30,24,80,80,0,Week 04
2015 Spring,Electrical Engineering,W241B,25235,Adv Digital Int Cir,Web-Based Lecture,1,Borivoje Nikolic,,0,8,5,7,87.5,87.5,0,Week 04
2015 Spring,Electrical Engineering,242A,25238,Integ Circ For Comm,Lecture,1,Ali Niknejad,Mon Wed 10:00a-11:30a,8,20,15,14,70,70,0,Week 04
2015 Spring,Electrical Engineering,W242A,25249,Ics For Communicati,Web-Based Lecture,101,Ali Niknejad,,0,10,1,1,10,10,0,Week 04
2015 Spring,Electrical Engineering,C247B,25250,Intro Mems Design,Lecture,1,Clark Nguyen,Tue Thu 03:30p-05:00p,0,26,51,12,46.15385,46.15385,0,Week 04
2015 Spring,Electrical Engineering,C249B,25256,Embedded Systems,Lecture,1,Edward Lee,Tue Thu 09:30a-11:00a,0,40,40,15,37.5,37.5,0,Week 04
2015 Spring,Electrical Engineering,290B,25265,Solid State Devices,Lecture,1,Eli Yablonovitch,Tue Thu 11:00a-12:30p,0,25,25,9,36,36,0,Week 04
2015 Spring,Electrical Engineering,290C,25268,Circuit Design,Lecture,1,Seth Sanders,Mon Wed 09:00a-10:30a,0,40,40,23,57.5,57.5,0,Week 04
2015 Spring,Electrical Engineering,298,25282,"Gr Stu, Sem, Gr Res",Lecture,8,Vladimir Stojanovic,Fri 12:30p-01:30p,0,30,1,29,96.66667,96.66667,0,Week 04
2015 Spring,Electrical Engineering,375,25577,Teaching Elec Eng,Seminar,1,Tsu-Jae Liu,Tue 05:00p-06:30p,0,45,45,40,88.88889,88.88889,2,Week 04
2015 Spring,English,R1A,27803,Reading And Comp,Lecture,1,Aristides Dimitriou; Kevis Bea Goodman,Mon Wed Fri 10:00a-11:00a,68,17,1,17,100,100,1,Week 04
2015 Spring,English,R1A,27806,Reading And Comp,Lecture,2,Katherine Ding; Kevis Bea Goodman,Mon Wed Fri 12:00p-01:00p,46,15,0,15,100,100,0,Week 04
2015 Spring,English,R1A,27809,Reading And Comp,Lecture,3,David Vandeloo; Kevis Bea Goodman,Mon Wed Fri 02:00p-03:00p,32,18,0,18,100,100,0,Week 04
2015 Spring,English,R1A,27812,Reading And Comp,Lecture,4,Chad Crosson; Kevis Bea Goodman,Tue Thu 09:30a-11:00a,58,17,0,17,100,100,0,Week 04
2015 Spring,English,R1A,27815,Reading And Comp,Lecture,5,Christopher Mead; Kevis Bea Goodman,Tue Thu 11:00a-12:30p,54,17,0,17,100,100,0,Week 04
2015 Spring,English,R1A,27818,Reading And Comp,Lecture,6,Kevis Bea Goodman; Khalil Sullivan,Tue Thu 12:30p-02:00p,48,20,0,20,100,100,0,Week 04
2015 Spring,English,R1A,27821,Reading And Comp,Lecture,7,Kevis Bea Goodman; Ryan Mcwilliams,Tue Thu 03:30p-05:00p,107,18,0,18,100,100,0,Week 04
2015 Spring,English,R1A,27823,Reading And Comp,Lecture,8,Nilofar Gardezi,Tue Thu 09:30a-11:00a,0,10,0,10,100,100,0,Week 04
2015 Spring,English,R1B,27824,Reading And Comp,Lecture,1,Jose Villagrana; Kevis Bea Goodman,Mon Wed Fri 09:00a-10:00a,15,16,0,16,100,100,0,Week 04
2015 Spring,English,R1B,27827,Reading And Comp,Lecture,2,Kevis Bea Goodman; Sharon Hsu,Mon Wed Fri 10:00a-11:00a,19,17,0,17,100,100,0,Week 04
2015 Spring,English,R1B,27830,Reading And Comp,Lecture,3,Alexander Jeziorek; Kevis Bea Goodman,Mon Wed Fri 11:00a-12:00p,19,17,0,17,100,100,0,Week 04
2015 Spring,English,R1B,27833,Reading And Comp,Lecture,4,Kevis Bea Goodman; Lucy Sirianni,Mon Wed Fri 12:00p-01:00p,22,16,0,16,100,100,0,Week 04
2015 Spring,English,R1B,27836,Reading And Comp,Lecture,5,Adrian Acu; Kevis Bea Goodman,Mon Wed Fri 01:00p-02:00p,14,15,0,15,100,100,0,Week 04
2015 Spring,English,R1B,27839,Reading And Comp,Lecture,6,Esther Yu; Kevis Bea Goodman,Mon Wed Fri 02:00p-03:00p,15,17,0,17,100,100,0,Week 04
2015 Spring,English,R1B,27842,Reading And Comp,Lecture,7,Kevis Bea Goodman; Matthew Ramirez,Mon Wed 04:00p-05:30p,15,15,0,15,100,100,0,Week 04
2015 Spring,English,R1B,27845,Reading And Comp,Lecture,8,Kevis Bea Goodman; Spencer Strub,Tue Thu 09:30a-11:00a,26,19,0,19,100,100,0,Week 04
2015 Spring,English,R1B,27848,Reading And Comp,Lecture,9,Catherine Browning,Tue Thu 11:00a-12:30p,32,18,0,18,100,100,0,Week 04
2015 Spring,English,R1B,27851,Reading And Comp,Lecture,10,Juliana Chow; Kevis Bea Goodman,Tue Thu 12:30p-02:00p,80,15,0,15,100,100,0,Week 04
2015 Spring,English,R1B,27854,Reading And Comp,Lecture,11,Catherine Browning,Tue Thu 02:00p-03:30p,20,18,0,18,100,100,0,Week 04
2015 Spring,English,R1B,27857,Reading And Comp,Lecture,12,Aileen Liu; Kevis Bea Goodman,Tue Thu 03:30p-05:00p,29,17,0,17,100,100,0,Week 04
2015 Spring,English,24,27860,Freshman Seminars,Seminar,1,Hertha Wong,Wed 11:00a-01:00p,41,12,0,12,100,100,0,Week 04
2015 Spring,English,24,27863,Freshman Seminars,Seminar,2,D Miller,Tue 04:00p-05:00p,6,9,0,9,100,100,0,Week 04
2015 Spring,English,24,27865,Freshman Seminars,Seminar,3,Genaro Padilla,Wed 04:00p-05:00p,30,16,0,16,100,100,0,Week 04
2015 Spring,English,24,28592,Freshman Seminars,Seminar,4,Richard Hutson,Wed 10:00a-11:00a,16,13,0,13,100,100,0,Week 04
2015 Spring,English,24,28595,Freshman Seminars,Seminar,5,Kristin Hanson,Fri 02:00p-03:00p,19,12,0,10,83.33333,83.33333,0,Week 04
2015 Spring,English,26,27866,Intro To Poetry,Lecture,1,Jasper Bernes,Mon Wed Fri 10:00a-11:00a,12,23,0,23,100,100,0,Week 04
2015 Spring,English,27,27869,Intro To Fiction,Lecture,1,Marisa Knox,Mon Wed Fri 02:00p-03:00p,17,20,0,20,100,100,0,Week 04
2015 Spring,English,27,27872,Intro To Fiction,Lecture,2,Mitchell Breitwieser,Tue Thu 03:30p-05:00p,32,23,0,23,100,100,0,Week 04
2015 Spring,English,43B,27875,Intro/Writing Verse,Lecture,1,Claire Marie Stancek; Lyn Hejinian,Tue Thu 02:00p-03:30p,19,28,0,10,35.71429,35.71429,0,Week 04
2015 Spring,English,45A,27878,Lit In English,Lecture,1,James Turner,Mon Wed 12:00p-01:00p,5,39,0,39,100,100,0,Week 04
2015 Spring,English,45A,27887,Lit In English,Lecture,2,Maura Nolan,Mon Wed 03:00p-04:00p,4,56,0,56,100,100,0,Week 04
2015 Spring,English,45B,27896,Lit In English,Lecture,1,Kent Puckett,Mon Wed 02:00p-03:00p,10,85,0,85,100,100,0,Week 04
2015 Spring,English,45B,27908,Lit In English,Lecture,2,Elisa Tamarkin,Mon Wed 03:00p-04:00p,16,63,0,63,100,100,0,Week 04
2015 Spring,English,45C,27917,Lit In English,Lecture,1,Eric Falci,Mon Wed 11:00a-12:00p,38,99,1,99,100,100,1,Week 04
2015 Spring,English,45C,27929,Lit In English,Lecture,2,Katherine Snyder,Mon Wed 01:00p-02:00p,4,33,0,33,100,100,0,Week 04
2015 Spring,English,80K,27938,Children'S Lit,Lecture,1,Joseph Lavery,Tue Thu 12:30p-02:00p,59,118,0,118,100,100,0,Week 04
2015 Spring,English,84,27941,Sophomore Seminar,Seminar,1,Julia Bader,Wed 02:00p-05:00p,32,21,0,21,100,100,0,Week 04
2015 Spring,English,98,27944,Directed Group Stdy,Directed Group Study,1,Kevis Bea Goodman; Ryan Mcwilliams,Fri 12:30p-02:00p,0,20,0,5,25,25,0,Week 04
2015 Spring,English,98,27947,Directed Group Stdy,Directed Group Study,2,Juliana Chow; Kevis Bea Goodman,Tue 03:30p-05:00p,0,20,0,1,5,5,0,Week 04
2015 Spring,English,98,27950,Directed Group Stdy,Directed Group Study,3,Elizabeth Abel,Wed 07:00p-09:00p,0,20,0,12,60,60,0,Week 04
2015 Spring,English,98,27953,Directed Group Stdy,Directed Group Study,4,Oliver Arnold,Mon 05:00p-06:30p,0,20,0,16,80,80,0,Week 04
2015 Spring,English,98,27956,Directed Group Stdy,Directed Group Study,5,Charles Blanton,Thu 05:00p-07:00p,0,15,0,4,26.66667,26.66667,0,Week 04
2015 Spring,English,98,27959,Directed Group Stdy,Directed Group Study,6,Kathleen Donegan,Thu 06:00p-07:00p,0,15,0,11,73.33333,73.33333,0,Week 04
2015 Spring,English,98,27962,Directed Group Stdy,Directed Group Study,7,Kevis Bea Goodman,Thu 05:00p-07:00p,0,14,0,13,92.85714,92.85714,0,Week 04
2015 Spring,English,98,27965,Directed Group Stdy,Directed Group Study,8,Dorothy Hale,Tue Thu 05:00p-06:30p,0,10,0,7,70,70,0,Week 04
2015 Spring,English,98,27968,Directed Group Stdy,Directed Group Study,9,Lyn Hejinian,Mon Wed 05:00p-06:30p,0,15,0,3,20,20,0,Week 04
2015 Spring,English,98,27971,Directed Group Stdy,Directed Group Study,10,Georgina Kleege,Tue 05:30p-07:00p,0,25,0,17,68,68,0,Week 04
2015 Spring,English,98,27974,Directed Group Stdy,Directed Group Study,11,Joseph Lavery,Thu 05:00p-07:00p,0,25,0,7,28,28,0,Week 04
2015 Spring,English,98,27977,Directed Group Stdy,Directed Group Study,12,Steven Lee,Wed 05:00p-06:30p,0,30,0,16,53.33333,53.33333,0,Week 04
2015 Spring,English,98BC,27992,Directed Group Stud,Directed Group Study,1,Kathleen Donegan; Serena Le,Tue 06:00p-07:00p,0,14,0,14,100,100,0,Week 04
2015 Spring,English,98BC,27995,Directed Group Stud,Directed Group Study,2,Kathleen Donegan; Leila Mansouri,Wed 06:00p-07:00p,0,19,0,19,100,100,0,Week 04
2015 Spring,English,98BC,27998,Directed Group Stud,Directed Group Study,3,Kathleen Donegan; Stephanie Moore,Thu 06:00p-07:00p,0,18,0,18,100,100,0,Week 04
2015 Spring,English,112,28019,Middle Eng Lit,Lecture,1,Jennifer Miller,Tue Thu 11:00a-12:30p,5,15,0,15,100,100,0,Week 04
2015 Spring,English,114A,28022,English Drama,Lecture,1,Jennifer Miller,Tue Thu 02:00p-03:30p,9,28,0,28,100,100,0,Week 04
2015 Spring,English,117B,28025,Shakespeare,Lecture,1,Robert Hass,Mon Wed 10:00a-11:00a,0,62,0,62,100,100,0,Week 04
2015 Spring,English,117S,28037,Shakespeare,Lecture,1,Jeffrey Knapp,Tue Thu 12:30p-02:00p,0,105,0,105,100,100,0,Week 04
2015 Spring,English,118,28040,Milton,Lecture,1,Kevis Bea Goodman,Tue Thu 09:30a-11:00a,46,61,1,61,100,100,1,Week 04
2015 Spring,English,120,28043,Lit Later 18th Cent,Lecture,1,Janet Sorensen,Tue Thu 02:00p-03:30p,14,39,0,39,100,100,0,Week 04
2015 Spring,English,121,28046,Romantic Period,Lecture,1,Celeste Langan,Tue Thu 11:00a-12:30p,22,29,0,29,100,100,0,Week 04
2015 Spring,English,122,28049,Victorian Period,Lecture,1,Joseph Lavery,Tue Thu 03:30p-05:00p,20,29,0,29,100,100,0,Week 04
2015 Spring,English,125A,28052,English Novel,Lecture,1,Janet Sorensen,Tue Thu 09:30a-11:00a,35,26,0,26,100,100,0,Week 04
2015 Spring,English,125A,28055,English Novel,Lecture,2,George Starr,Tue Thu 03:30p-05:00p,22,30,0,30,100,100,0,Week 04
2015 Spring,English,125E,28061,Contemporary Novel,Lecture,1,Hertha Wong,Mon Wed 09:00a-10:00a,35,120,0,120,100,100,0,Week 04
2015 Spring,English,130D,28079,Am Lit: 1900-45,Lecture,1,Carolyn Porter,Mon Wed Fri 12:00p-01:00p,20,30,0,30,100,100,0,Week 04
2015 Spring,English,131,28082,American Poetry,Lecture,1,Geoffrey O'Brien,Tue Thu 12:30p-02:00p,35,64,0,64,100,100,0,Week 04
